timestep,ck_kl,ck_tv,ck_unavailable_reason,date
324,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-09
325,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-12
326,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-13
327,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-14
328,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-15
329,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-16
330,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-19
331,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-20
332,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-21
333,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-22
334,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-23
335,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-26
336,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-27
337,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-28
338,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-29
339,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-30
340,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-02
341,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-03
342,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-04
343,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-05
344,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-06
345,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-09
346,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-10
347,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-11
348,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-12
349,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-13
350,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-16
351,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-17
352,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-18
353,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-19
354,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-20
355,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-23
356,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-24
357,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-25
358,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-26
359,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-27
360,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-30
361,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-31
362,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-01
363,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-02
364,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-03
365,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-07
366,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-08
367,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-09
368,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-10
369,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-13
370,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-14
371,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-15
372,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-16
373,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-17
374,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-20
375,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-21
376,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-22
377,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-23
378,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-24
379,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-27
380,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-28
381,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-29
382,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-30
383,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-01
384,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-04
385,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-05
386,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-06
387,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-07
388,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-08
389,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-11
390,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-12
391,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-13
392,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-14
393,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-15
394,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-18
395,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-19
396,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-20
397,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-21
398,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-22
399,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-25
400,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-26
401,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-27
402,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-28
403,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-29
404,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-01
405,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-02
406,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-03
407,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-04
408,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-05
409,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-08
410,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-09
411,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-10
412,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-11
413,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-12
414,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-15
415,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-16
416,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-17
417,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-18
418,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-19
419,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-22
420,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-23
421,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-24
422,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-26
423,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-29
424,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-30
425,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-01
426,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-02
427,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-03
428,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-06
429,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-07
430,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-08
431,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-09
432,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-10
433,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-13
434,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-14
435,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-15
436,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-16
437,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-17
438,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-20
439,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-21
440,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-22
441,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-23
442,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-27
443,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-28
444,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-29
445,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-30
446,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-31
447,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-03
448,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-04
449,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-05
450,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-06
451,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-07
452,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-10
453,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-11
454,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-12
455,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-13
456,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-14
457,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-18
458,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-19
459,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-20
460,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-21
461,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-24
462,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-25
463,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-26
464,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-27
465,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-28
466,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-31
467,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-01
468,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-02
469,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-03
470,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-04
471,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-07
472,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-08
473,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-09
474,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-10
475,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-11
476,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-14
477,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-15
478,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-16
479,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-17
480,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-18
481,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-22
482,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-23
483,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-24
484,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-25
485,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-28
486,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-01
487,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-02
488,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-03
489,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-04
490,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-07
491,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-08
492,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-09
493,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-10
494,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-11
495,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-14
496,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-15
497,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-16
498,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-17
499,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-18
500,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-21
501,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-22
502,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-23
503,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-24
504,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-25
505,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-28
506,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-29
507,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-30
508,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-31
509,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-01
510,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-04
511,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-05
512,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-06
513,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-07
514,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-08
515,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-11
516,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-12
517,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-13
518,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-14
519,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-18
520,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-19
521,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-20
522,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-21
523,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-22
524,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-25
525,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-26
526,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-27
527,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-28
528,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-29
529,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-02
530,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-03
531,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-04
532,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-05
533,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-06
534,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-09
535,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-10
536,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-11
537,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-12
538,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-13
539,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-16
540,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-17
541,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-18
542,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-19
543,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-20
544,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-23
545,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-24
546,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-25
547,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-26
548,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-27
549,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-31
550,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-01
551,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-02
552,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-03
553,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-06
554,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-07
555,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-08
556,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-09
557,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-10
558,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-13
559,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-14
560,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-15
561,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-16
562,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-17
563,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-21
564,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-22
565,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-23
566,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-24
567,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-27
568,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-28
569,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-29
570,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-30
571,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-01
572,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-05
573,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-06
574,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-07
575,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-08
576,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-11
577,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-12
578,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-13
579,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-14
580,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-15
581,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-18
582,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-19
583,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-20
584,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-21
585,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-22
586,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-25
587,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-26
588,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-27
589,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-28
590,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-29
591,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-01
592,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-02
593,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-03
594,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-04
595,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-05
596,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-08
597,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-09
598,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-10
599,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-11
600,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-12
601,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-15
602,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-16
603,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-17
604,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-18
605,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-19
606,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-22
607,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-23
608,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-24
609,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-25
610,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-26
611,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-29
612,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-30
613,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-31
614,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-01
615,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-02
616,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-06
617,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-07
618,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-08
619,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-09
620,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-12
621,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-13
622,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-14
623,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-15
624,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-16
625,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-19
626,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-20
627,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-21
628,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-22
629,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-23
630,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-26
631,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-27
632,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-28
633,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-29
634,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-30
635,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-03
636,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-04
637,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-05
638,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-06
639,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-07
640,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-10
641,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-11
642,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-12
643,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-13
644,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-14
645,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-17
646,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-18
647,,,N_out=35 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-19
