timestep,ck_kl,ck_tv,ck_unavailable_reason,date
324,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-07
325,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-08
326,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-09
327,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-12
328,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-13
329,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-14
330,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-15
331,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-16
332,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-19
333,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-20
334,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-21
335,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-22
336,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-23
337,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-26
338,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-27
339,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-28
340,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-29
341,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-07-30
342,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-02
343,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-03
344,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-04
345,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-05
346,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-06
347,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-09
348,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-10
349,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-11
350,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-12
351,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-13
352,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-16
353,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-17
354,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-18
355,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-19
356,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-20
357,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-23
358,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-24
359,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-25
360,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-26
361,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-27
362,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-30
363,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-08-31
364,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-01
365,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-02
366,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-03
367,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-07
368,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-08
369,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-09
370,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-10
371,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-13
372,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-14
373,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-15
374,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-16
375,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-17
376,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-20
377,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-21
378,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-22
379,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-23
380,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-24
381,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-27
382,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-28
383,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-29
384,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-09-30
385,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-01
386,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-04
387,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-05
388,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-06
389,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-07
390,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-08
391,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-11
392,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-12
393,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-13
394,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-14
395,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-15
396,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-18
397,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-19
398,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-20
399,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-21
400,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-22
401,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-25
402,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-26
403,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-27
404,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-28
405,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-10-29
406,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-01
407,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-02
408,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-03
409,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-04
410,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-05
411,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-08
412,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-09
413,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-10
414,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-11
415,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-12
416,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-15
417,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-16
418,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-17
419,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-18
420,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-19
421,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-22
422,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-23
423,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-24
424,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-26
425,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-29
426,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-11-30
427,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-01
428,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-02
429,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-03
430,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-06
431,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-07
432,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-08
433,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-09
434,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-10
435,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-13
436,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-14
437,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-15
438,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-16
439,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-17
440,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-20
441,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-21
442,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-22
443,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-23
444,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-27
445,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-28
446,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-29
447,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-30
448,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2021-12-31
449,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-03
450,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-04
451,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-05
452,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-06
453,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-07
454,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-10
455,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-11
456,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-12
457,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-13
458,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-14
459,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-18
460,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-19
461,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-20
462,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-21
463,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-24
464,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-25
465,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-26
466,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-27
467,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-28
468,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-01-31
469,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-01
470,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-02
471,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-03
472,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-04
473,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-07
474,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-08
475,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-09
476,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-10
477,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-11
478,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-14
479,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-15
480,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-16
481,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-17
482,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-18
483,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-22
484,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-23
485,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-24
486,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-25
487,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-02-28
488,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-01
489,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-02
490,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-03
491,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-04
492,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-07
493,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-08
494,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-09
495,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-10
496,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-11
497,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-14
498,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-15
499,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-16
500,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-17
501,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-18
502,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-21
503,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-22
504,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-23
505,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-24
506,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-25
507,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-28
508,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-29
509,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-30
510,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-03-31
511,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-01
512,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-04
513,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-05
514,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-06
515,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-07
516,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-08
517,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-11
518,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-12
519,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-13
520,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-14
521,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-18
522,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-19
523,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-20
524,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-21
525,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-22
526,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-25
527,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-26
528,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-27
529,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-28
530,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-04-29
531,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-02
532,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-03
533,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-04
534,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-05
535,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-06
536,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-09
537,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-10
538,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-11
539,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-12
540,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-13
541,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-16
542,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-17
543,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-18
544,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-19
545,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-20
546,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-23
547,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-24
548,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-25
549,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-26
550,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-27
551,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-05-31
552,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-01
553,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-02
554,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-03
555,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-06
556,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-07
557,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-08
558,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-09
559,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-10
560,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-13
561,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-14
562,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-15
563,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-16
564,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-17
565,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-21
566,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-22
567,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-23
568,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-24
569,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-27
570,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-28
571,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-29
572,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-06-30
573,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-01
574,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-05
575,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-06
576,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-07
577,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-08
578,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-11
579,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-12
580,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-13
581,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-14
582,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-15
583,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-18
584,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-19
585,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-20
586,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-21
587,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-22
588,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-25
589,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-26
590,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-27
591,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-28
592,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-07-29
593,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-01
594,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-02
595,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-03
596,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-04
597,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-05
598,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-08
599,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-09
600,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-10
601,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-11
602,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-12
603,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-15
604,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-16
605,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-17
606,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-18
607,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-19
608,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-22
609,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-23
610,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-24
611,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-25
612,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-26
613,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-29
614,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-30
615,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-08-31
616,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-01
617,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-02
618,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-06
619,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-07
620,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-08
621,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-09
622,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-12
623,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-13
624,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-14
625,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-15
626,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-16
627,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-19
628,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-20
629,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-21
630,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-22
631,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-23
632,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-26
633,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-27
634,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-28
635,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-29
636,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-09-30
637,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-03
638,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-04
639,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-05
640,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-06
641,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-07
642,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-10
643,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-11
644,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-12
645,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-13
646,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-14
647,,,N_out=45 â‰  N_XT=55 (non-square operator; CK composition undefined),2022-10-17
